"regionname","species","location","locationtype","cuid","parameter","datavalue"
"Haida Gwaii","Pink (odd)","North Haida Gwaii (odd)","Conservation Unit","814","survey_coverage","0"
"Haida Gwaii","Pink (odd)","North Haida Gwaii (odd)","Conservation Unit","814","survey_execution","0"
"Haida Gwaii","Pink (odd)","North Haida Gwaii (odd)","Conservation Unit","814","survey_quality","0"
"Haida Gwaii","Pink (odd)","West Haida Gwaii (odd)","Conservation Unit","815","catch_quality","2"
"Haida Gwaii","Pink (odd)","West Haida Gwaii (odd)","Conservation Unit","815","dq_score","3"
"Haida Gwaii","Pink (odd)","West Haida Gwaii (odd)","Conservation Unit","815","survey_coverage","1"
"Haida Gwaii","Pink (odd)","West Haida Gwaii (odd)","Conservation Unit","815","survey_execution","0"
"Haida Gwaii","Pink (odd)","West Haida Gwaii (odd)","Conservation Unit","815","survey_quality","0"
"Haida Gwaii","River sockeye","East Haida Gwaii (river-type)","Conservation Unit","816","catch_quality","0"
"Haida Gwaii","River sockeye","East Haida Gwaii (river-type)","Conservation Unit","816","dq_score","0"
"Haida Gwaii","River sockeye","East Haida Gwaii (river-type)","Conservation Unit","816","survey_coverage","0"
"Haida Gwaii","River sockeye","East Haida Gwaii (river-type)","Conservation Unit","816","survey_execution","0"
"Haida Gwaii","River sockeye","East Haida Gwaii (river-type)","Conservation Unit","816","survey_quality","0"
"Haida Gwaii","River sockeye","North Haida Gwaii (river-type)","Conservation Unit","817","catch_quality","0"
"Haida Gwaii","River sockeye","North Haida Gwaii (river-type)","Conservation Unit","817","dq_score","0"
"Haida Gwaii","River sockeye","North Haida Gwaii (river-type)","Conservation Unit","817","survey_coverage","0"
"Haida Gwaii","River sockeye","North Haida Gwaii (river-type)","Conservation Unit","817","survey_execution","0"
"Haida Gwaii","River sockeye","North Haida Gwaii (river-type)","Conservation Unit","817","survey_quality","0"
"Haida Gwaii","River sockeye","West Haida Gwaii (river-type)","Conservation Unit","818","catch_quality","0"
"Haida Gwaii","River sockeye","West Haida Gwaii (river-type)","Conservation Unit","818","dq_score","0"
"Haida Gwaii","River sockeye","West Haida Gwaii (river-type)","Conservation Unit","818","survey_coverage","0"
"Haida Gwaii","River sockeye","West Haida Gwaii (river-type)","Conservation Unit","818","survey_execution","0"
"Haida Gwaii","River sockeye","West Haida Gwaii (river-type)","Conservation Unit","818","survey_quality","0"
"Skeena","Chinook","Ecstall","Conservation Unit","205","catch_quality","0"
"Skeena","Chinook","Ecstall","Conservation Unit","205","dq_score","0"
"Skeena","Chinook","Ecstall","Conservation Unit","205","survey_coverage","0"
"Skeena","Chinook","Ecstall","Conservation Unit","205","survey_execution","0"
"Skeena","Chinook","Ecstall","Conservation Unit","205","survey_quality","0"
"Skeena","Chinook","Kalum-Early","Conservation Unit","206","catch_quality","0"
"Skeena","Chinook","Kalum-Early","Conservation Unit","206","dq_score","0"
"Skeena","Chinook","Kalum-Early","Conservation Unit","206","survey_coverage","0"
"Skeena","Chinook","Kalum-Early","Conservation Unit","206","survey_execution","0"
"Skeena","Chinook","Kalum-Early","Conservation Unit","206","survey_quality","0"
"Skeena","Chinook","Kalum-Late","Conservation Unit","207","catch_quality","5"
"Skeena","Chinook","Kalum-Late","Conservation Unit","207","dq_score","15"
"Skeena","Chinook","Kalum-Late","Conservation Unit","207","survey_coverage","5"
"Skeena","Chinook","Kalum-Late","Conservation Unit","207","survey_execution","4"
"Skeena","Chinook","Kalum-Late","Conservation Unit","207","survey_quality","1"
"Skeena","Chinook","Lakelse","Conservation Unit","227","catch_quality","0"
"Skeena","Chinook","Lakelse","Conservation Unit","227","dq_score","0"
"Skeena","Chinook","Lakelse","Conservation Unit","227","survey_coverage","0"
"Skeena","Chinook","Lakelse","Conservation Unit","227","survey_execution","0"
"Skeena","Chinook","Lakelse","Conservation Unit","227","survey_quality","0"
"Skeena","Chinook","Lower Skeena","Conservation Unit","210","catch_quality","5"
"Skeena","Chinook","Lower Skeena","Conservation Unit","210","dq_score","10"
"Skeena","Chinook","Lower Skeena","Conservation Unit","210","survey_coverage","3"
"Skeena","Chinook","Lower Skeena","Conservation Unit","210","survey_execution","1"
"Skeena","Chinook","Lower Skeena","Conservation Unit","210","survey_quality","1"
"Skeena","Chinook","Middle Skeena-Large Lakes","Conservation Unit","222","catch_quality","5"
"Skeena","Chinook","Middle Skeena-Large Lakes","Conservation Unit","222","dq_score","18"
"Skeena","Chinook","Middle Skeena-Large Lakes","Conservation Unit","222","survey_coverage","5"
"Skeena","Chinook","Middle Skeena-Large Lakes","Conservation Unit","222","survey_execution","5"
"Skeena","Chinook","Middle Skeena-Large Lakes","Conservation Unit","222","survey_quality","3"
"Skeena","Chinook","Middle Skeena-Mainstem Tributaries","Conservation Unit","217","catch_quality","5"
"Skeena","Chinook","Middle Skeena-Mainstem Tributaries","Conservation Unit","217","dq_score","12"
"Skeena","Chinook","Middle Skeena-Mainstem Tributaries","Conservation Unit","217","survey_coverage","4"
"Skeena","Chinook","Middle Skeena-Mainstem Tributaries","Conservation Unit","217","survey_execution","2"
"Skeena","Chinook","Middle Skeena-Mainstem Tributaries","Conservation Unit","217","survey_quality","1"
"Skeena","Chinook","Sicintine","Conservation Unit","241","catch_quality","0"
"Skeena","Chinook","Sicintine","Conservation Unit","241","dq_score","0"
"Skeena","Chinook","Sicintine","Conservation Unit","241","survey_coverage","0"
"Skeena","Chinook","Sicintine","Conservation Unit","241","survey_execution","0"
"Skeena","Chinook","Sicintine","Conservation Unit","241","survey_quality","0"
"Skeena","Chinook","Skeena Estuary","Conservation Unit","224","catch_quality","0"
"Skeena","Chinook","Skeena Estuary","Conservation Unit","224","dq_score","0"
"Skeena","Chinook","Skeena Estuary","Conservation Unit","224","survey_coverage","0"
"Skeena","Chinook","Skeena Estuary","Conservation Unit","224","survey_execution","0"
"Skeena","Chinook","Skeena Estuary","Conservation Unit","224","survey_quality","0"
"Skeena","Chinook","Upper Bulkley River","Conservation Unit","221","catch_quality","0"
"Skeena","Chinook","Upper Bulkley River","Conservation Unit","221","dq_score","0"
"Skeena","Chinook","Upper Bulkley River","Conservation Unit","221","survey_coverage","0"
"Skeena","Chinook","Upper Bulkley River","Conservation Unit","221","survey_execution","0"
"Skeena","Chinook","Upper Bulkley River","Conservation Unit","221","survey_quality","0"
"Skeena","Chinook","Upper Skeena","Conservation Unit","212","catch_quality","0"
"Skeena","Chinook","Upper Skeena","Conservation Unit","212","dq_score","0"
"Skeena","Chinook","Upper Skeena","Conservation Unit","212","survey_coverage","0"
"Skeena","Chinook","Upper Skeena","Conservation Unit","212","survey_execution","0"
"Skeena","Chinook","Upper Skeena","Conservation Unit","212","survey_quality","0"
"Skeena","Chinook","Zymoetz","Conservation Unit","229","catch_quality","0"
"Skeena","Chinook","Zymoetz","Conservation Unit","229","dq_score","0"
"Skeena","Chinook","Zymoetz","Conservation Unit","229","survey_coverage","0"
"Skeena","Chinook","Zymoetz","Conservation Unit","229","survey_execution","0"
"Skeena","Chinook","Zymoetz","Conservation Unit","229","survey_quality","0"
"Skeena","Chum","Lower Skeena","Conservation Unit","211","catch_quality","3"
"Skeena","Chum","Lower Skeena","Conservation Unit","211","dq_score","10"
"Skeena","Chum","Lower Skeena","Conservation Unit","211","survey_coverage","4"
"Skeena","Chum","Lower Skeena","Conservation Unit","211","survey_execution","2"
"Skeena","Chum","Lower Skeena","Conservation Unit","211","survey_quality","1"
"Skeena","Chum","Middle Skeena","Conservation Unit","214","catch_quality","3"
"Skeena","Chum","Middle Skeena","Conservation Unit","214","dq_score","10"
"Skeena","Chum","Middle Skeena","Conservation Unit","214","survey_coverage","3"
"Skeena","Chum","Middle Skeena","Conservation Unit","214","survey_execution","2"
"Skeena","Chum","Middle Skeena","Conservation Unit","214","survey_quality","2"
"Skeena","Chum","Skeena Estuary","Conservation Unit","220","catch_quality","3"
"Skeena","Chum","Skeena Estuary","Conservation Unit","220","dq_score","6"
"Skeena","Chum","Skeena Estuary","Conservation Unit","220","survey_coverage","2"
"Skeena","Chum","Skeena Estuary","Conservation Unit","220","survey_execution","1"
"Skeena","Chum","Skeena Estuary","Conservation Unit","220","survey_quality","0"
"Skeena","Chum","Upper Skeena","Conservation Unit","242","catch_quality","0"
"Skeena","Chum","Upper Skeena","Conservation Unit","242","dq_score","0"
"Skeena","Chum","Upper Skeena","Conservation Unit","242","survey_coverage","0"
"Skeena","Chum","Upper Skeena","Conservation Unit","242","survey_execution","0"
"Skeena","Chum","Upper Skeena","Conservation Unit","242","survey_quality","0"
"Skeena","Coho","Lower Skeena","Conservation Unit","202","catch_quality","3"
"Skeena","Coho","Lower Skeena","Conservation Unit","202","dq_score","9"
"Skeena","Coho","Lower Skeena","Conservation Unit","202","survey_coverage","3"
"Skeena","Coho","Lower Skeena","Conservation Unit","202","survey_execution","2"
"Skeena","Coho","Lower Skeena","Conservation Unit","202","survey_quality","1"
"Skeena","Coho","Middle Skeena","Conservation Unit","215","catch_quality","3"
"Skeena","Coho","Middle Skeena","Conservation Unit","215","dq_score","8"
"Skeena","Coho","Middle Skeena","Conservation Unit","215","survey_coverage","2"
"Skeena","Coho","Middle Skeena","Conservation Unit","215","survey_execution","2"
"Skeena","Coho","Middle Skeena","Conservation Unit","215","survey_quality","1"
"Skeena","Coho","Skeena Estuary","Conservation Unit","225","catch_quality","0"
"Skeena","Coho","Skeena Estuary","Conservation Unit","225","dq_score","0"
"Skeena","Coho","Skeena Estuary","Conservation Unit","225","survey_coverage","0"
"Skeena","Coho","Skeena Estuary","Conservation Unit","225","survey_execution","0"
"Skeena","Coho","Skeena Estuary","Conservation Unit","225","survey_quality","0"
"Skeena","Coho","Upper Skeena","Conservation Unit","231","catch_quality","3"
"Skeena","Coho","Upper Skeena","Conservation Unit","231","dq_score","14"
"Skeena","Coho","Upper Skeena","Conservation Unit","231","survey_coverage","4"
"Skeena","Coho","Upper Skeena","Conservation Unit","231","survey_execution","3"
"Skeena","Coho","Upper Skeena","Conservation Unit","231","survey_quality","4"
"Skeena","Lake sockeye","Alastair","Conservation Unit","171","catch_quality","5"
"Skeena","Lake sockeye","Alastair","Conservation Unit","171","dq_score","15"
"Skeena","Lake sockeye","Alastair","Conservation Unit","171","survey_coverage","4"
"Skeena","Lake sockeye","Alastair","Conservation Unit","171","survey_execution","5"
"Skeena","Lake sockeye","Alastair","Conservation Unit","171","survey_quality","1"
"Skeena","Lake sockeye","Asitika","Conservation Unit","190","catch_quality","5"
"Skeena","Lake sockeye","Asitika","Conservation Unit","190","dq_score","14"
"Skeena","Lake sockeye","Asitika","Conservation Unit","190","survey_coverage","5"
"Skeena","Lake sockeye","Asitika","Conservation Unit","190","survey_execution","4"
"Skeena","Lake sockeye","Asitika","Conservation Unit","190","survey_quality","0"
"Skeena","Lake sockeye","Azuklotz","Conservation Unit","191","catch_quality","5"
"Skeena","Lake sockeye","Azuklotz","Conservation Unit","191","dq_score","14"
"Skeena","Lake sockeye","Azuklotz","Conservation Unit","191","survey_coverage","5"
"Skeena","Lake sockeye","Azuklotz","Conservation Unit","191","survey_execution","2"
"Skeena","Lake sockeye","Azuklotz","Conservation Unit","191","survey_quality","2"
"Skeena","Lake sockeye","Babine (enhanced)","Conservation Unit","203","catch_quality","5"
"Skeena","Lake sockeye","Babine (enhanced)","Conservation Unit","203","dq_score","20"
"Skeena","Lake sockeye","Babine (enhanced)","Conservation Unit","203","survey_coverage","5"
"Skeena","Lake sockeye","Babine (enhanced)","Conservation Unit","203","survey_execution","5"
"Skeena","Lake sockeye","Babine (enhanced)","Conservation Unit","203","survey_quality","5"
"Skeena","Lake sockeye","Babine/Onerka","Conservation Unit","180","catch_quality","5"
"Skeena","Lake sockeye","Babine/Onerka","Conservation Unit","180","dq_score","17"
"Skeena","Lake sockeye","Babine/Onerka","Conservation Unit","180","survey_coverage","5"
"Skeena","Lake sockeye","Babine/Onerka","Conservation Unit","180","survey_execution","5"
"Skeena","Lake sockeye","Babine/Onerka","Conservation Unit","180","survey_quality","2"
"Skeena","Lake sockeye","Bear","Conservation Unit","192","catch_quality","5"
"Skeena","Lake sockeye","Bear","Conservation Unit","192","dq_score","11"
"Skeena","Lake sockeye","Bear","Conservation Unit","192","survey_coverage","4"
"Skeena","Lake sockeye","Bear","Conservation Unit","192","survey_execution","1"
"Skeena","Lake sockeye","Bear","Conservation Unit","192","survey_quality","1"
"Skeena","Lake sockeye","Bulkley/Maxan","Conservation Unit","181","catch_quality","0"
"Skeena","Lake sockeye","Bulkley/Maxan","Conservation Unit","181","dq_score","0"
"Skeena","Lake sockeye","Bulkley/Maxan","Conservation Unit","181","survey_coverage","0"
"Skeena","Lake sockeye","Bulkley/Maxan","Conservation Unit","181","survey_execution","0"
"Skeena","Lake sockeye","Bulkley/Maxan","Conservation Unit","181","survey_quality","0"
"Skeena","Lake sockeye","Damshilgwit","Conservation Unit","193","catch_quality","5"
"Skeena","Lake sockeye","Damshilgwit","Conservation Unit","193","dq_score","20"
"Skeena","Lake sockeye","Damshilgwit","Conservation Unit","193","survey_coverage","5"
"Skeena","Lake sockeye","Damshilgwit","Conservation Unit","193","survey_execution","5"
"Skeena","Lake sockeye","Damshilgwit","Conservation Unit","193","survey_quality","5"
"Skeena","Lake sockeye","Ecstall/Lower","Conservation Unit","174","catch_quality","0"
"Skeena","Lake sockeye","Ecstall/Lower","Conservation Unit","174","dq_score","0"
"Skeena","Lake sockeye","Ecstall/Lower","Conservation Unit","174","survey_coverage","0"
"Skeena","Lake sockeye","Ecstall/Lower","Conservation Unit","174","survey_execution","0"
"Skeena","Lake sockeye","Ecstall/Lower","Conservation Unit","174","survey_quality","0"
"Skeena","Lake sockeye","Footsore/Hodder","Conservation Unit","230","catch_quality","0"
"Skeena","Lake sockeye","Footsore/Hodder","Conservation Unit","230","dq_score","0"
"Skeena","Lake sockeye","Footsore/Hodder","Conservation Unit","230","survey_coverage","0"
"Skeena","Lake sockeye","Footsore/Hodder","Conservation Unit","230","survey_execution","0"
"Skeena","Lake sockeye","Footsore/Hodder","Conservation Unit","230","survey_quality","0"
"Skeena","Lake sockeye","Gitanyow (Kitwanga/Kitwancool)","Conservation Unit","183","catch_quality","5"
"Skeena","Lake sockeye","Gitanyow (Kitwanga/Kitwancool)","Conservation Unit","183","dq_score","18"
"Skeena","Lake sockeye","Gitanyow (Kitwanga/Kitwancool)","Conservation Unit","183","survey_coverage","5"
"Skeena","Lake sockeye","Gitanyow (Kitwanga/Kitwancool)","Conservation Unit","183","survey_execution","5"
"Skeena","Lake sockeye","Gitanyow (Kitwanga/Kitwancool)","Conservation Unit","183","survey_quality","3"
"Skeena","Lake sockeye","Johanson","Conservation Unit","194","catch_quality","0"
"Skeena","Lake sockeye","Johanson","Conservation Unit","194","dq_score","0"
"Skeena","Lake sockeye","Johanson","Conservation Unit","194","survey_coverage","0"
"Skeena","Lake sockeye","Johanson","Conservation Unit","194","survey_execution","0"
"Skeena","Lake sockeye","Johanson","Conservation Unit","194","survey_quality","0"
"Skeena","Lake sockeye","Johnston","Conservation Unit","175","catch_quality","0"
"Skeena","Lake sockeye","Johnston","Conservation Unit","175","dq_score","0"
"Skeena","Lake sockeye","Johnston","Conservation Unit","175","survey_coverage","0"
"Skeena","Lake sockeye","Johnston","Conservation Unit","175","survey_execution","0"
"Skeena","Lake sockeye","Johnston","Conservation Unit","175","survey_quality","0"
"Skeena","Lake sockeye","Kitsumkalum","Conservation Unit","176","catch_quality","5"
"Skeena","Lake sockeye","Kitsumkalum","Conservation Unit","176","dq_score","10"
"Skeena","Lake sockeye","Kitsumkalum","Conservation Unit","176","survey_coverage","2"
"Skeena","Lake sockeye","Kitsumkalum","Conservation Unit","176","survey_execution","2"
"Skeena","Lake sockeye","Kitsumkalum","Conservation Unit","176","survey_quality","1"
"Skeena","Lake sockeye","Kluatantan","Conservation Unit","195","catch_quality","0"
"Skeena","Lake sockeye","Kluatantan","Conservation Unit","195","dq_score","0"
"Skeena","Lake sockeye","Kluatantan","Conservation Unit","195","survey_coverage","0"
"Skeena","Lake sockeye","Kluatantan","Conservation Unit","195","survey_execution","0"
"Skeena","Lake sockeye","Kluatantan","Conservation Unit","195","survey_quality","0"
"Skeena","Lake sockeye","Kluayaz","Conservation Unit","196","catch_quality","0"
"Skeena","Lake sockeye","Kluayaz","Conservation Unit","196","dq_score","0"
"Skeena","Lake sockeye","Kluayaz","Conservation Unit","196","survey_coverage","0"
"Skeena","Lake sockeye","Kluayaz","Conservation Unit","196","survey_execution","0"
"Skeena","Lake sockeye","Kluayaz","Conservation Unit","196","survey_quality","0"
"Skeena","Lake sockeye","Lakelse","Conservation Unit","177","catch_quality","5"
"Skeena","Lake sockeye","Lakelse","Conservation Unit","177","dq_score","14"
"Skeena","Lake sockeye","Lakelse","Conservation Unit","177","survey_coverage","5"
"Skeena","Lake sockeye","Lakelse","Conservation Unit","177","survey_execution","3"
"Skeena","Lake sockeye","Lakelse","Conservation Unit","177","survey_quality","1"
"Skeena","Lake sockeye","Mcdonell/Dennis/Aldrich","Conservation Unit","178","catch_quality","5"
"Skeena","Lake sockeye","Mcdonell/Dennis/Aldrich","Conservation Unit","178","dq_score","16"
"Skeena","Lake sockeye","Mcdonell/Dennis/Aldrich","Conservation Unit","178","survey_coverage","5"
"Skeena","Lake sockeye","Mcdonell/Dennis/Aldrich","Conservation Unit","178","survey_execution","4"
"Skeena","Lake sockeye","Mcdonell/Dennis/Aldrich","Conservation Unit","178","survey_quality","2"
"Skeena","Lake sockeye","Morice/Atna","Conservation Unit","185","catch_quality","5"
"Skeena","Lake sockeye","Morice/Atna","Conservation Unit","185","dq_score","17"
"Skeena","Lake sockeye","Morice/Atna","Conservation Unit","185","survey_coverage","4"
"Skeena","Lake sockeye","Morice/Atna","Conservation Unit","185","survey_execution","5"
"Skeena","Lake sockeye","Morice/Atna","Conservation Unit","185","survey_quality","3"
"Skeena","Lake sockeye","Motase","Conservation Unit","197","catch_quality","5"
"Skeena","Lake sockeye","Motase","Conservation Unit","197","dq_score","13"
"Skeena","Lake sockeye","Motase","Conservation Unit","197","survey_coverage","5"
"Skeena","Lake sockeye","Motase","Conservation Unit","197","survey_execution","1"
"Skeena","Lake sockeye","Motase","Conservation Unit","197","survey_quality","2"
"Skeena","Lake sockeye","Nilkitkwa","Conservation Unit","186","catch_quality","5"
"Skeena","Lake sockeye","Nilkitkwa","Conservation Unit","186","dq_score","18"
"Skeena","Lake sockeye","Nilkitkwa","Conservation Unit","186","survey_coverage","5"
"Skeena","Lake sockeye","Nilkitkwa","Conservation Unit","186","survey_execution","5"
"Skeena","Lake sockeye","Nilkitkwa","Conservation Unit","186","survey_quality","3"
"Skeena","Lake sockeye","Sicintine","Conservation Unit","198","catch_quality","0"
"Skeena","Lake sockeye","Sicintine","Conservation Unit","198","dq_score","0"
"Skeena","Lake sockeye","Sicintine","Conservation Unit","198","survey_coverage","0"
"Skeena","Lake sockeye","Sicintine","Conservation Unit","198","survey_execution","0"
"Skeena","Lake sockeye","Sicintine","Conservation Unit","198","survey_quality","0"
"Skeena","Lake sockeye","Slamgeesh","Conservation Unit","199","catch_quality","0"
"Skeena","Lake sockeye","Slamgeesh","Conservation Unit","199","dq_score","0"
"Skeena","Lake sockeye","Slamgeesh","Conservation Unit","199","survey_coverage","0"
"Skeena","Lake sockeye","Slamgeesh","Conservation Unit","199","survey_execution","0"
"Skeena","Lake sockeye","Slamgeesh","Conservation Unit","199","survey_quality","0"
"Skeena","Lake sockeye","Spawning","Conservation Unit","200","catch_quality","0"
"Skeena","Lake sockeye","Spawning","Conservation Unit","200","dq_score","0"
"Skeena","Lake sockeye","Spawning","Conservation Unit","200","survey_coverage","0"
"Skeena","Lake sockeye","Spawning","Conservation Unit","200","survey_execution","0"
"Skeena","Lake sockeye","Spawning","Conservation Unit","200","survey_quality","0"
"Skeena","Lake sockeye","Stephens","Conservation Unit","187","catch_quality","5"
"Skeena","Lake sockeye","Stephens","Conservation Unit","187","dq_score","16"
"Skeena","Lake sockeye","Stephens","Conservation Unit","187","survey_coverage","4"
"Skeena","Lake sockeye","Stephens","Conservation Unit","187","survey_execution","5"
"Skeena","Lake sockeye","Stephens","Conservation Unit","187","survey_quality","2"
"Skeena","Lake sockeye","Sustut","Conservation Unit","201","catch_quality","0"
"Skeena","Lake sockeye","Sustut","Conservation Unit","201","dq_score","0"
"Skeena","Lake sockeye","Sustut","Conservation Unit","201","survey_coverage","0"
"Skeena","Lake sockeye","Sustut","Conservation Unit","201","survey_execution","0"
"Skeena","Lake sockeye","Sustut","Conservation Unit","201","survey_quality","0"
"Skeena","Lake sockeye","Swan/Club","Conservation Unit","188","catch_quality","5"
"Skeena","Lake sockeye","Swan/Club","Conservation Unit","188","dq_score","10"
"Skeena","Lake sockeye","Swan/Club","Conservation Unit","188","survey_coverage","2"
"Skeena","Lake sockeye","Swan/Club","Conservation Unit","188","survey_execution","3"
"Skeena","Lake sockeye","Swan/Club","Conservation Unit","188","survey_quality","0"
"Skeena","Lake sockeye","Tahlo/Morrison","Conservation Unit","189","catch_quality","5"
"Skeena","Lake sockeye","Tahlo/Morrison","Conservation Unit","189","dq_score","14"
"Skeena","Lake sockeye","Tahlo/Morrison","Conservation Unit","189","survey_coverage","4"
"Skeena","Lake sockeye","Tahlo/Morrison","Conservation Unit","189","survey_execution","5"
"Skeena","Lake sockeye","Tahlo/Morrison","Conservation Unit","189","survey_quality","0"
"Skeena","Pink (even)","Middle-Upper Skeena (even)","Conservation Unit","218","catch_quality","3"
"Skeena","Pink (even)","Middle-Upper Skeena (even)","Conservation Unit","218","dq_score","9"
"Skeena","Pink (even)","Middle-Upper Skeena (even)","Conservation Unit","218","survey_coverage","4"
"Skeena","Pink (even)","Middle-Upper Skeena (even)","Conservation Unit","218","survey_execution","2"
"Skeena","Pink (even)","Middle-Upper Skeena (even)","Conservation Unit","218","survey_quality","0"
"Skeena","Pink (even)","Nass-Skeena Estuary (even)","Conservation Unit","219","catch_quality","3"
"Skeena","Pink (even)","Nass-Skeena Estuary (even)","Conservation Unit","219","dq_score","10"
"Skeena","Pink (even)","Nass-Skeena Estuary (even)","Conservation Unit","219","survey_coverage","4"
"Skeena","Pink (even)","Nass-Skeena Estuary (even)","Conservation Unit","219","survey_execution","3"
"Skeena","Pink (even)","Nass-Skeena Estuary (even)","Conservation Unit","219","survey_quality","0"
"Skeena","Pink (odd)","Lower Skeena River (odd)","Conservation Unit","209","catch_quality","3"
"Skeena","Pink (odd)","Lower Skeena River (odd)","Conservation Unit","209","dq_score","9"
"Skeena","Pink (odd)","Lower Skeena River (odd)","Conservation Unit","209","survey_coverage","3"
"Skeena","Pink (odd)","Lower Skeena River (odd)","Conservation Unit","209","survey_execution","2"
"Skeena","Pink (odd)","Lower Skeena River (odd)","Conservation Unit","209","survey_quality","1"
"Skeena","Pink (odd)","Middle-Upper Skeena (odd)","Conservation Unit","213","catch_quality","3"
"Skeena","Pink (odd)","Middle-Upper Skeena (odd)","Conservation Unit","213","dq_score","9"
"Skeena","Pink (odd)","Middle-Upper Skeena (odd)","Conservation Unit","213","survey_coverage","3"
"Skeena","Pink (odd)","Middle-Upper Skeena (odd)","Conservation Unit","213","survey_execution","2"
"Skeena","Pink (odd)","Middle-Upper Skeena (odd)","Conservation Unit","213","survey_quality","1"
"Skeena","Pink (odd)","Nass-Skeena Estuary (odd)","Conservation Unit","223","catch_quality","3"
"Skeena","Pink (odd)","Nass-Skeena Estuary (odd)","Conservation Unit","223","dq_score","9"
"Skeena","Pink (odd)","Nass-Skeena Estuary (odd)","Conservation Unit","223","survey_coverage","2"
"Skeena","Pink (odd)","Nass-Skeena Estuary (odd)","Conservation Unit","223","survey_execution","3"
"Skeena","Pink (odd)","Nass-Skeena Estuary (odd)","Conservation Unit","223","survey_quality","1"
"Skeena","River sockeye","Skeena River-High Interior (river-type)","Conservation Unit","216","catch_quality","5"
"Skeena","River sockeye","Skeena River-High Interior (river-type)","Conservation Unit","216","dq_score","14"
"Skeena","River sockeye","Skeena River-High Interior (river-type)","Conservation Unit","216","survey_coverage","5"
"Skeena","River sockeye","Skeena River-High Interior (river-type)","Conservation Unit","216","survey_execution","3"
"Skeena","River sockeye","Skeena River-High Interior (river-type)","Conservation Unit","216","survey_quality","1"
"Skeena","River sockeye","Skeena River (river-type)","Conservation Unit","226","catch_quality","0"
"Skeena","River sockeye","Skeena River (river-type)","Conservation Unit","226","dq_score","0"
"Skeena","River sockeye","Skeena River (river-type)","Conservation Unit","226","survey_coverage","0"
"Skeena","River sockeye","Skeena River (river-type)","Conservation Unit","226","survey_execution","0"
"Skeena","River sockeye","Skeena River (river-type)","Conservation Unit","226","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Conservation Unit","322","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Conservation Unit","322","dq_score","15"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Conservation Unit","322","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Conservation Unit","322","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Conservation Unit","322","survey_quality","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Georgia Strait (Summer 4-1)","Conservation Unit","334","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Georgia Strait (Summer 4-1)","Conservation Unit","334","dq_score","14"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Georgia Strait (Summer 4-1)","Conservation Unit","334","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Georgia Strait (Summer 4-1)","Conservation Unit","334","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Georgia Strait (Summer 4-1)","Conservation Unit","334","survey_quality","4"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Goldstream (Fall x-1)","Conservation Unit","321","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Goldstream (Fall x-1)","Conservation Unit","321","dq_score","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Goldstream (Fall x-1)","Conservation Unit","321","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Goldstream (Fall x-1)","Conservation Unit","321","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Goldstream (Fall x-1)","Conservation Unit","321","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo (Spring x-2)","Conservation Unit","323","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo (Spring x-2)","Conservation Unit","323","dq_score","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo (Spring x-2)","Conservation Unit","323","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo (Spring x-2)","Conservation Unit","323","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo (Spring x-2)","Conservation Unit","323","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Conservation Unit","324","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Conservation Unit","324","dq_score","13"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Conservation Unit","324","survey_coverage","5"
