Species,Area,Area unit,CU or PFMA,CU type,Data source,R/S first year,R/S last year,R/S missing,Total years,SQmean,CQmean,AQmean,RQmean,"Data quality (Grant & Pestal 2012, p.35)",Source of comments,Perct.streams,Escapement (comments),Return (comments),Age structure (comments),Recruitment (comments),Exploitation rate (comments),Catch (comments),"Stock, general (comments)",PFMA where CU caught
Pink (odd),Southern-inside (non-Fraser),region,,,Pieter van Will (Sept 2013 spreadsheet),1957,2009,,27,2.0,2.4,,2.9,,Pieter van Will (Sept 2013 spreadsheet),,"Sum of escapements from NuSEDs for Southern Fjords (odd), Georgia Strait (odd), East Howe Sound-Burrard Inlet (odd), East Vancouver Island (odd), Nahwitti (odd), and a subset of the Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd), then expanded for the average long-term contribution to total escapement as per methods described in English et al. (2004), except that they used decadal averages, whereas Pieter van Will used averages over all years. The Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd) escapement was subtracted from the total escapement because the complete CU was dealt with in the NCC dataset.",,,,,"Catch included commercial, recreational, and First Nations; the Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd) catch was subtracted from the total catch because the complete CU was included in the NCC dataset.",,
Pink (odd),North and Central Coast,CU,East Haida Gwaii,Current,Karl English 23June 2014,1979,2007,,15,1.9,1.5,,2.6,,,<60,6 indicator streams out of 44 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the rate from Area 2E (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Pink (odd),North and Central Coast,CU,Hecate Strait-Fjords,Current,Karl English 23June 2014,1979,2007,,15,2.0,1.0,,2.5,,,<60,52 indicator streams out of 100 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the average rate from Areas 6-8 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,5to10
Pink (odd),North and Central Coast,CU,Hecate Strait-Lowlands,Current,Karl English 23June 2014,1955,2007,,27,2.0,1.0,,2.5,,,<60,35 indicator streams out of 169 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the average rate from Areas 5-10 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,6to8
Pink (odd),North and Central Coast,CU,Lower Skeena,Current,Karl English 23June 2014,1955,2007,,27,1.6,1.0,,2.3,,,<60,5 indicator streams out of 48 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the rate from Area 4 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Pink (odd),North and Central Coast,CU,Middle - Upper Skeena,Current,Karl English 23June 2014,1955,2007,,27,2.0,1.5,,2.6,,,<60,3 indicator streams out of 53 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the rate from Area 3 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Pink (odd),North and Central Coast,CU,Nass-Portland-Observatory,Current,Karl English 23June 2014,1955,2007,,27,2.0,1.0,,2.5,,,<60,16 indicator streams out of 58 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the rate from Area 4 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Pink (odd),North and Central Coast,CU,Nass-Skeena Estuary,Current,Karl English 23June 2014,1955,2007,,27,2.0,1.0,,2.5,,,<60,13 indicator streams out of a total of 32 (English et al. 2012 Table 3),,,,"Annual expl. rate used is the rate from Area 4 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Pink (odd),North and Central Coast,CU,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean,Current,Karl English 23June 2014,1979,2007,,15,1.6,1.0,,2.3,,,<60,10 indicator streams out of 46 total (English et al. 2012 Table 3),,,,"Annual expl. rate used is the average of expl. rate from Areas 8-10 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,8to10
Pink (odd),North and Central Coast,PFMA,02E,,Karl English 23June 2014,1979,2007,,15,1.9,2.0,,2.7,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,03,,Karl English 23June 2014,1955,2007,,27,2.0,2.0,,2.8,,,,,,,,"For Area 3, CDN and AK ERs derived from Area 3 Inside pink salmon run reconstruction estimates for 1982-1995, and for 1996-2010, CDN ERs derived from Effort-Harvest Rate relationship for Area 3 Inside pink salmon harvestd in Area 3 fisheries using harvest rates from 1982-95 Skeena pink salmon run reconstruction estimates; for AK 1996-2010, ERs were derivde from the AK EER Model (see Gazey and English 2000 for all models) (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,04,,Karl English 23June 2014,1955,2007,,27,2.0,2.0,,2.8,,,,,,,,"For Area 4, CDN and AK ERs derived from Skeena Pink RR Model (Gazey aqnd Elglish 2000) for 1982-1995, and for CDN ERs derived from the A3+4 HER Model for 1996-2010; for AK ERs in 1996-2010, the AK EER Model was used (see Gazey & English 2000 for all models) (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,05,,Karl English 23June 2014,1955,2007,,27,2.0,2.0,,2.8,,,,,,,,"For Area 5, CDN ER for 1982- 2010 was calculated as 50%*Skeena, and AK ERAK ERs were set equal to the Alaskan exploitation rate for Area 4 (Skeena) pink stocks (English et al 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,06,,Karl English 23June 2014,1979,2007,,15,2.0,2.0,,2.8,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,07,,Karl English 23June 2014,1979,2007,,15,2.0,2.0,,2.8,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,08,,Karl English 23June 2014,1979,2007,,15,2.0,2.0,,2.7,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,09,,Karl English 23June 2014,1979,2007,,15,1.8,2.0,,2.7,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),North and Central Coast,PFMA,10,,Karl English 23June 2014,1979,2007,3,12,1.0,2.0,,2.3,,,,,,,,"For Areas 2E and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)",,,
Chum,Southern-inside (non-Fraser),Region,,,"Pieter van Will (May 9, 2014)",1954,2007,,54,2.0,2.2,2.2,2.1,,"Pieter van Will's ""DataDumpISCChumRunReconstruction frPvW_May9.xlsx"",sent May 9-2014",,Escapement is from run reconstruction.,,"Age composition is from Johnstone Strait test fishery, except 1958-64 and 1972-73; see SalmonProductivityDatabase for details by year; genetic stock identification has been used since 1985 for catch partitioning, but since 1994, its use has been more sporadic (Van Will et al. 2009a)",,,,,
Chum,North and Central Coast,CU,Bella Coola-Dean Rivers,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,<60,"used 7 indicator streams of 22 total (English et al. 2012, Table 2)",,"same average annual age composition used for both Spiller-Fitz-Hugh_Burke and Bella Coola-Dean Rivers (by inspection from data sheets) (but not for Bella-Coola River-Late, which is also caught in Area 8)",,Annual expl. rate is the one used for Area 8 (from data sheets).,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,8
Chum,North and Central Coast,CU,Bella Coola River_late,Current,Karl English 23June 2014,1977,2004,,28,3.0,1.0,2.0,2.3,,,<90,"used 7 indicator streams of 9 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,Annual expl. rate is the one used for Area 8 (from data sheets).,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,8
Chum,North and Central Coast,CU,Douglas-Gardner,Current,Karl English 23June 2014,1977,2004,,28,1.8,1.0,2.0,1.7,,,<60,"used 27 indicator streams out of 62 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,"Annual expl. rate is the one used for Area 6 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,6
Chum,North and Central Coast,CU,East HG,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,<60,"used 32 indicator streams out of 95 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,Annual expl. rate is the one used for Area 2E,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Chum,North and Central Coast,CU,Hecate Lowlands,Current,Karl English 23June 2014,1954,2004,,51,1.9,1.0,2.0,1.7,,,<60,"used 41 indicator streams out of 142 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,Annual expl. rate is the average expl. rate of Areas 3-7,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3to7
Chum,North and Central Coast,CU,Lower Skeena,Current,Karl English 23June 2014,1958,2004,6,41,1.6,1.0,2.0,1.5,,,<60,"used 6 indicator streams out of 32 total (English et al. 2012, Table 4)",,"same average annual age composition used for Skeena Estuary, Lower Skeena, and Middle Skeena (by inspection from data sheets)",,"Annual expl. rate used is from Area 4 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Chum,North and Central Coast,CU,Middle Skeena,Current,Karl English 23June 2014,1954,2003,22,28,1.3,1.0,2.0,1.4,,,<60,"used 2 indicator streams out of 16 total (English et al. 2012, Table 4)",,"same average annual age composition used for Skeena Estuary, Lower Skeena, and Middle Skeena (by inspection from data sheets)",,"Annual expl. rate used is from Area 4 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Chum,North and Central Coast,CU,Mussel-Kynock,Current,Karl English 23June 2014,1977,2004,,28,1.9,1.0,2.0,1.7,,,<90,"used 12 indicator streams out of 14 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,Annual expl. rate is average of Areas 6&7,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,6to7
Chum,North and Central Coast,CU,North Haida Gwaii,Current,Karl English 23June 2014,1977,2001,,25,2.0,1.0,2.0,1.8,,,<60,"used 3 indicator streams out of 11 total (English et al. 2012, Table 4)",,same average annual age composition used for both North Haida Gwaii and North Haida Gwaii-Stanley Cr (by inspection from data sheets),,"Annual expl. rate is the one used for Area 1 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,1
Chum,North and Central Coast,CU,Portland Canal-Observatory,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,>90,"used 6 indicator streams out 15 total (English et al. 2012, Table 4)",,same average annual age composition used for Portland Inlet and Portland Canal-Observatory (by inspection from data sheets),,Anuual expl. rate used is for Area 3 ,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Chum,North and Central Coast,CU,Portland Inlet,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,<60,"used 5 indicator streams out of 19 total (English et al. 2012, Table 4)",,same average annual age composition used for Portland Inlet and Portland Canal-Observatory (by inspection from data sheets),,Anuual expl. rate used is for Area 3 ,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Chum,North and Central Coast,CU,Rivers Inlet,Current,Karl English 23June 2014,1977,2005,,29,2.0,1.0,2.0,1.7,,,<60,"used 5 indicator streams of 15 total (English et al. 2012, Table 4)",,same average annual age composition used for both Smith Inlet and Rivers Inlet (by inspection from data sheets),,"Annual expl. rate is the one used for Area 9  (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,9
Chum,North and Central Coast,CU,Skeena Estuary,Current,Karl English 23June 2014,1954,1963,,10,1.8,1.0,2.0,1.6,,,<60,"NA in  (English et al. 2012, Table 4)",,"same average annual age composition used for Skeena Estuary, Lower Skeena, and Middle Skeena (by inspection from data sheets)",,"Annual expl. rate used is from Area 4 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Chum,North and Central Coast,CU,Skidegate,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,NA,"used 13 indicator streams out of 40 total (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,Annual expl. rate is the one used for Area 2E,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Chum,North and Central Coast,CU,Smith Inlet,Current,Karl English 23June 2014,1977,2005,,29,2.0,1.0,2.0,1.8,,,<60,"used 5 indicator streams of 11 streams total (English et al. 2012, Table 4)",,same average annual age composition used for both Smith Inlet and Rivers Inlet (by inspection from data sheets),,"Annual expl. rates is average for Areas 9&10  (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,9&10
Chum,North and Central Coast,CU,Spiller-Fitz-Hugh-Burke,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.0,2.0,1.8,,,<60,"used 28 indicator streams of 69 total (English et al. 2012, Table 4)",,same average annual age composition used for both Spiller-Fitz-Hugh_Burke and Bella Coola-Dean Rivers (by inspection from data sheets),,Annual expl. rate is average for Areas 7-9,English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,7to9
Chum,North and Central Coast,CU,Stanley Creek Early,Current,Karl English 23June 2014,1977,2004,18,10,3.0,1.0,2.0,2.3,,,<60,"used 1 indicator stream out of 1 total (English et al. 2012, Table 4)",,same average annual age composition used for both North Haida Gwaii and North Haida Gwaii-Stanley Cr (by inspection from data sheets),,"Annual expl. rate is the one used for Area 1 (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,1
Chum,North and Central Coast,CU,West Haida Gwaii,Current,Karl English 23June 2014,1977,2004,,28,2.0,1.5,2.0,1.9,,,<60,"used 31 indicator streams out of 61 total (English et al. 2012, Table 4)",,average annual age composition used for whole CU (by inspection from data sheets),,"Annual expl. rate used is the one for Area 2W (English et al. 2012, Table 4)",English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2W
Chum,North and Central Coast,PFMA,01,,Karl English 23June 2014,1977,2005,,29,2.3,2.0,2.0,2.1,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. The HRs for Skeena chum fisheries outside Area 3-5 from 1998-2010 was zero because no fisheries targeting sockeye or chum have been conducted in Canadian waters outside Area 3-5 since 1997 (English 2013, p.7-8). The HR estimates for these fisheries from 1954-81 was assumed to be 2% based on the average of the HRs estimates for these fisheries from 1982-1990 (English 2013, pp.7-8).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,02E,,Karl English 23June 2014,1977,2004,,28,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. The HRs for Skeena chum fisheries outside Area 3-5 from 1998-2010 was zero because no fisheries targeting sockeye or chum have been conducted in Canadian waters outside Area 3-5 since 1997 (English 2013, p.7-8). The HR estimates for these fisheries from 1954-81 was assumed to be 2% based on the average of the HRs estimates for these fisheries from 1982-1990 (English 2013, pp.7-8).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,02W,,Karl English 23June 2014,1977,2004,,28,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. The HRs for Skeena chum fisheries outside Area 3-5 from 1998-2010 was zero because no fisheries targeting sockeye or chum have been conducted in Canadian waters outside Area 3-5 since 1997 (English 2013, p.7-8). The HR estimates for these fisheries from 1954-81 was assumed to be 2% based on the average of the HRs estimates for these fisheries from 1982-1990 (English 2013, pp.7-8).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,03,,Karl English 23June 2014,1977,2004,,28,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Area 3: CDN ERs derived from weekly harvest rates from the 1982-08 run reconstruction analyses for Nass sockeye and estimates of chum migration timing for Area 3 stocks, with adjustment for periods of non-retention in Area 3 gillnet and seine fisheries; AK ERs derived from annual exploitation raties from the 1982-08 run reconstuction anlyses for Nass sockeye (English et al. 2012, Table 1). For years prior to 1982, see English (2013), p.8.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,04,,Karl English 23June 2014,1954,2004,,51,1.6,2.0,2.0,1.8,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Area 4: CDN ERs derived from weekly harvest rates from the 1982-08 run reconstruction analyses for Skeena sockeye and estimates of chum migration timing for Area 4 stocks, with adjustment for periods of non-retention in Area 3 [did he mean Area 4?] gillnet and seine fisheries; AK ERs derived from annual exploitation raties from the 1982-08 run reconstuction anlyses for Skeena sockeye (English et al. 2012, Table 1). For years prior to 1982, see English (2013), p.8.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,05,,Karl English 23June 2014,1977,2005,,29,1.8,2.0,2.0,1.9,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Area 5: CDN ERs derived from weekly harvest rates from the 1982-08 run reconstruction analyses for Skeena sockeye and estimates of chum migration timing for Area 5 stocks, with adjustment for periods of non-retention in Area 3 [did he mean Area 5?] gillnet and seine fisheries; AK ERs derived from annual exploitation raties from the 1982-08 run reconstuction anlyses for Skeena sockeye (English et al. 2012, Table 1). For years prior to 1982, see English (2013), p.8.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,06,,Karl English 23June 2014,1977,2004,,28,2.1,2.0,2.0,2.1,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. Years prior to 1982 are not mentioned in Table 1.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,07,,Karl English 23June 2014,1977,2004,,28,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. Years prior to 1982 are not mentioned in Table 1.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,08,,Karl English 23June 2014,1977,2004,,28,2.5,2.0,2.0,2.2,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. Years prior to 1982 are not mentioned in Table 1.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,09,,Karl English 23June 2014,1977,2005,,29,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. Years prior to 1982 are not mentioned in Table 1.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Chum,North and Central Coast,PFMA,10,,Karl English 23June 2014,1977,2005,,29,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 1, 2E, 2W and 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1). The only catch for these areas is Canadian catch. Years prior to 1982 are not mentioned in Table 1.","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
