stock.id,species,run,stock,region,sub.region,broodYr,spawn,rec,large.region
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1995,0,10,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1996,4,45,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1997,8,113,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1998,20,225,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1999,2,23,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2000,20,36,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2001,95,12,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2002,92,6,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2003,161,600,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2004,28,1732,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2005,11,1742,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2006,6,1718,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2007,0,837,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2008,1934,854,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2009,1639,NA,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2010,1582,NA,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2011,160,NA,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2012,1152,NA,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2013,698,NA,WC
,,,,,,,,,
99,Chinook,Spring/Summer-run,Yankee Fork,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2014,462,NA,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1965,1047,529,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1966,1884,4016,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1967,1352,2850,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1968,1451,250,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1969,493,2969,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1970,1746,2513,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1971,505,556,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1972,451,2866,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1973,1036,53,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1974,590,6265,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1975,657,1909,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1976,485,6753,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1977,689,1468,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1978,967,2397,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1979,1268,3861,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1980,1392,1941,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1981,669,5268,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1982,786,306,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1983,855,1788,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1984,906,815,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1985,841,505,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1986,978,2438,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1987,1559,39,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1988,593,4021,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1989,559,650,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1990,529,76,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1991,523,2383,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1992,736,1028,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1993,253,162,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1994,663,315,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1995,960,963,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1996,435,14,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1997,371,1769,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1998,605,1792,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1999,494,713,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2000,142,2218,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2001,996,2164,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2002,726,2327,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2003,841,6225,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2004,1274,4499,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2005,866,2091,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2006,1538,673,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2007,2223,1170,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2008,1530,1643,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2009,744,3208,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2010,715,4054,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2011,857,NA,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2012,1128,NA,WC
,,,,,,,,,
35,Chinook,Late-run,Cedar River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2013,1934,NA,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1968,4963,9805,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1969,4270,355,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1970,11569,22631,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1971,5848,7136,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1972,4767,27872,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1973,3370,2139,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1974,5346,345,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1975,3486,17056,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1976,3150,20802,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1977,4329,465,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1978,3884,814,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1979,9726,41177,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1980,7765,17425,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1981,4788,8954,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1982,2016,285,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1983,3844,18308,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1984,3363,19912,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1985,3218,11576,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1986,5407,31991,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1987,10729,7805,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1988,8466,12407,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1989,11512,2355,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1990,7104,6561,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1991,10548,4592,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1992,5583,4790,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1993,2526,4465,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1994,4076,2117,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1995,9199,6235,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1996,6349,5269,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1997,7429,12730,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1998,6250,26074,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1999,7501,1484,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2000,4863,13266,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2001,6603,1647,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2002,8086,12013,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2003,5899,4207,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2004,8324,18547,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2005,2619,267,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2006,6322,2941,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2007,4313,1308,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2008,6571,4091,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2009,701,5308,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2010,2273,2718,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2011,1067,3993,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2012,3179,NA,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2013,2149,NA,WC
,,,,,,,,,
38,Chinook,Late-run,Green River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2014,2890,NA,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1952,568,3957,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1953,588,2913,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1954,586,5288,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1955,648,3822,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1956,569,9020,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1957,414,7082,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1958,712,3932,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1959,537,8752,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1960,1168,3142,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1961,1052,4327,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1962,551,8094,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1963,1170,4085,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1964,517,10004,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1965,543,5856,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1966,1102,13818,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1967,586,12785,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1968,1244,16146,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1969,971,26076,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1970,1891,6957,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1971,1893,8096,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1972,2295,17775,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1973,3991,10903,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1974,1135,14670,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1975,997,14427,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1976,1840,19468,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1977,970,12544,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1978,1716,10266,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1979,1698,3482,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1980,2816,3602,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1981,1726,5852,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1982,1170,3840,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1983,392,3235,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1984,708,5759,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1985,540,1922,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1986,1143,5001,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1987,810,2324,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1988,1101,2324,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1989,469,836,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1990,1323,334,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1991,668,861,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1992,474,2634,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1993,215,665,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1994,135,940,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1995,286,522,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1996,1132,3013,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1997,305,1798,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1998,482,1463,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1999,321,2274,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2000,603,497,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2001,1103,1219,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2002,927,1781,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2003,1543,435,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2004,476,1225,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2005,891,723,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2006,1232,614,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2007,392,344,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2008,555,1490,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2009,257,1743,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2010,380,1063,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2011,226,NA,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2012,736,NA,WC
,,,,,,,,,
39,Chinook,Late-run,Lower Sauk River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",2013,552,NA,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1952,2721,11069,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1953,1837,13756,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1954,1750,20340,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1955,1383,31882,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1956,1745,54774,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1957,2296,32859,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1958,3244,7600,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1959,5161,24915,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1960,9328,15586,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1961,4691,25407,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1962,1899,30959,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1963,3444,17347,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1964,2933,32179,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1965,4032,9770,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1966,4759,41769,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1967,3299,32129,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1968,4036,42004,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1969,3126,30522,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1970,6138,19554,WC
,,,,,,,,,
40,Chinook,Late-run,Lower Skagit River,Puget Sound,"Salmon, Chinook (Puget Sound ESU)",1971,6066,18840,WC
,,,,,,,,,
